dataset;subscriber;zip;sex;age;magan;uzleti;magenta_1;arpu;sim_4g
10.03;5810E9EC;1145;;;0;1;0;1;1
10.03;583B36DE;1108;M;38;1;0;0;1;0
10.03;581DB9C8;1054;;;0;1;0;1;1
10.03;580BFD30;1215;M;49;1;0;0;1;1
10.03;58022F9F;1106;;;1;1;0;1;1
10.03;5858291D;1041;F;27;1;0;0;2;1
10.03;583808E2;1032;F;60;1;0;1;2;1
10.03;58058DD8;1044;M;33;1;0;0;1;0
10.03;581215D4;1025;F;79;1;0;0;1;1
10.03;583968FD;1221;M;;1;1;0;1;0
10.03;5826F7C4;1116;;;0;1;0;5;1
10.03;580E1743;1239;;;0;1;0;1;1
10.03;581EA4D2;1211;M;65;1;0;0;1;0
10.03;5830B139;1211;M;42;1;0;0;1;1
10.03;58071506;1124;M;87;1;0;0;1;0
10.03;58125CEF;1188;M;31;1;0;0;1;1
10.03;585C5567;1134;;;0;1;0;2;1
10.03;580C8393;1146;;;0;1;0;1;1
10.03;580FAFB1;1204;M;71;1;0;0;2;1
10.03;583CDC74;1211;M;42;1;0;0;1;1
10.03;583D1FF0;1042;;;1;1;0;1;0
10.03;5858CF4C;1211;M;42;1;0;0;1;1
10.03;58185EC5;1087;;;0;1;0;5;1
10.03;58006577;1237;F;27;1;0;0;3;1
10.03;584B112E;1039;M;;1;0;0;1;0
10.03;5839BC6C;1098;F;46;1;0;0;1;0
10.03;58021F4A;1013;M;46;1;0;0;1;1
10.03;582B9AFE;1026;M;77;1;0;0;2;1
10.03;58016659;1399;;;0;1;0;1;1
10.03;5838B5F3;1211;M;42;1;0;0;1;0
10.03;58452830;1186;;;0;1;0;3;1
10.03;5838D2AF;1095;;;0;1;0;1;1
10.03;58494DC1;1039;F;40;1;0;0;4;1
10.03;583C2E42;1053;M;;1;0;0;1;0
10.03;581525B8;1054;;;0;1;0;5;1
10.03;58485771;1157;F;63;1;0;1;2;1
10.03;581237DB;1043;;;1;1;0;1;1
10.03;5835E007;1048;M;42;1;0;0;2;1
10.03;582FD050;1095;F;25;1;0;0;1;0
10.03;583052F5;1453;;;0;1;0;1;1
10.03;58310DD1;1184;;;1;1;0;1;1
10.03;5818FF81;1039;;;0;1;0;1;1
10.03;58590D1F;1013;M;29;1;0;0;3;1
10.03;582749CB;1453;;;0;1;0;1;1
10.03;5829EB05;1203;F;43;1;0;0;1;1
10.03;58445923;1118;;;1;1;0;2;1
10.03;583A574F;1211;M;42;1;0;0;1;1
10.03;585915BA;1042;;;1;1;0;1;1
10.03;58380074;1161;M;40;1;0;0;3;1
10.03;582CE457;1117;;;1;0;0;1;0
10.03;58441029;1141;;;1;1;0;2;1
10.03;5834E8E4;1164;F;74;1;0;0;1;0
10.03;583AFEC9;1027;F;70;1;0;0;1;1
10.03;580604C7;1214;M;30;1;0;0;1;1
10.03;580A4E67;1300;;;0;1;0;1;1
10.03;5808360B;1212;F;65;1;0;0;2;1
10.03;58374D7F;1071;M;;1;0;0;1;0
10.03;5840491A;1117;;;0;1;0;5;1
10.03;5806ED3F;1144;M;46;1;0;0;1;1
10.03;582919DA;1024;M;49;1;0;0;1;0
10.03;585F01D2;1163;F;36;1;0;0;1;0
10.03;584444AB;1221;F;65;1;0;0;2;1
10.03;5813CE01;1037;;;0;1;0;4;1
10.03;5846E675;1163;M;50;1;0;0;2;1
10.03;583A4D9A;1103;;;0;1;0;1;1
10.03;5827C8E1;1211;M;42;1;0;0;1;0
10.03;583870AE;1388;;;0;1;0;1;0
10.03;58194BF9;1106;;;0;1;0;5;1
10.03;581CE814;1029;F;60;1;0;1;2;1
10.03;584F1DD5;1195;M;;1;0;0;1;0
10.03;583B508C;1184;F;80;1;0;0;1;1
10.03;580A6264;1013;;;1;1;0;1;1
10.03;5827501E;1039;M;42;1;0;0;1;0
10.03;58326126;1094;M;70;1;0;1;1;1
10.03;58599B57;1156;;;1;1;0;2;1
10.03;5813A6C9;1041;M;39;1;0;0;1;1
10.03;581FC461;1108;M;38;1;0;0;1;0
10.03;58034C5B;1163;M;39;1;0;0;2;1
10.03;584DB889;1211;M;42;1;0;0;1;1
10.03;580F5F13;1300;;;0;1;0;1;0
10.03;5805FB5B;1036;;;0;1;0;1;1
10.03;583EAF16;1147;F;;1;0;0;1;0
10.03;58109B9D;1108;M;38;1;0;0;1;0
10.03;583C0FC6;1071;F;61;1;0;0;2;1
10.03;58264BAE;1108;F;;1;0;0;1;0
10.03;585CBFC9;1161;M;49;1;0;0;1;0
10.03;581B949B;1027;;;0;1;0;1;1
10.03;58409997;1158;;;0;1;0;2;0
10.03;585D23ED;1171;M;;1;0;0;1;0
10.03;582C8C57;1133;F;69;1;0;0;1;1
10.03;58426065;1211;M;42;1;0;0;1;0
10.03;5842439C;1164;;;1;1;0;4;1
10.03;58274942;1125;M;75;1;0;0;2;1
10.03;58348175;1300;;;0;1;0;1;1
10.03;5819128B;1013;M;46;1;0;0;1;1
10.03;585D37B3;1036;;;0;1;0;1;1
10.03;582EAC4E;1091;;;1;0;0;1;1
10.03;580784F9;1094;;;0;1;0;3;1
10.03;5848271E;1103;M;49;1;0;0;1;1
10.03;584F16C5;1453;;;0;1;0;1;1
10.03;58100643;1211;M;42;1;0;0;1;1
10.03;584B0557;1097;M;29;1;0;0;3;1
10.03;584BD449;1173;F;65;1;0;0;1;1
10.03;584CFC5C;1106;;;0;1;0;1;0
10.03;5839D88B;1071;F;46;1;0;0;1;1
10.03;58275804;1238;F;46;1;0;0;1;1
10.03;5827BB8A;1112;;;0;1;0;1;1
10.03;581EFFD9;1388;;;0;1;0;1;0
10.03;582B7AFE;1137;M;;1;1;0;5;1
10.03;5801CA40;1111;M;41;1;0;0;4;1
10.03;58390750;1052;;;1;1;0;1;1
10.03;583017A9;1039;F;;1;0;0;1;0
10.03;5845ACD6;1074;F;;1;0;0;1;0
10.03;58081FF9;1214;M;73;1;0;0;2;1
10.03;582F1CCB;1104;M;82;1;0;0;1;1
10.03;5816D7F5;1131;;;0;1;0;1;1
10.03;583A7835;1117;;;0;1;0;1;1
10.03;5837C6F4;1154;;;1;1;0;3;1
10.03;5835C9A2;1037;F;31;1;0;0;2;1
10.03;5859278C;1153;M;34;1;0;0;5;1
10.03;580FD557;1065;F;35;1;0;0;1;0
10.03;581BAE24;1239;M;53;1;0;0;1;1
10.03;580C1A8A;1131;F;59;1;0;0;3;1
10.03;58322562;1215;M;49;1;0;0;1;0
10.03;584BB98A;1215;M;49;1;0;0;3;1
10.03;58276D09;1013;M;46;1;0;0;1;1
10.03;582EB6BE;1215;M;49;1;0;0;1;1
10.03;583C8971;1116;F;49;1;0;0;1;1
10.03;584A8AAD;1039;F;44;1;0;0;2;1
10.03;582FDFFF;1165;;;1;1;0;5;1
10.03;585E1D2F;1213;M;44;1;0;0;1;0
10.03;583EE2B0;1211;M;42;1;0;0;1;0
10.03;583E5CD0;1092;F;35;1;0;0;1;1
10.03;584B5645;1051;;;0;1;0;1;1
10.03;583C05DE;1196;M;;1;0;0;1;0
10.03;5834EC53;1134;M;53;1;0;0;2;1
10.03;585A574F;1165;M;43;1;0;0;1;0
10.03;58316C70;1205;F;57;1;0;0;1;1
10.03;5805AD2E;1453;;;0;1;0;1;1
10.03;584EFF23;1036;;;1;1;0;1;1
10.03;581A3A3A;1453;;;0;1;0;1;1
10.03;582EBB05;1043;M;55;1;0;0;1;1
10.03;580BAE52;1022;;;0;1;0;4;1
10.03;585E6EA2;1215;M;49;1;0;0;1;1
10.03;5846D66D;1147;M;46;1;0;0;1;1
10.03;5822FCBE;1211;M;42;1;0;0;1;0
10.03;581DDA7D;1149;;;0;1;0;1;1
10.03;584EF469;1037;F;44;1;0;0;1;1
10.03;583B3E64;1149;;;0;1;0;1;1
10.03;58087352;1064;M;66;1;0;0;1;1
10.03;581CA160;1165;F;52;1;0;1;1;1
10.03;582D9328;1042;;;1;1;0;1;1
10.03;584049C0;1043;F;;1;0;0;2;1
10.03;5802E995;1052;;;0;1;0;5;1
10.03;584E2771;1132;;;0;1;0;1;1
10.03;58335242;1215;M;49;1;0;0;1;1
10.03;584C7DDF;1038;;;0;1;0;1;1
10.03;58580A0A;1211;M;42;1;0;0;1;0
10.03;5829A291;1215;M;36;1;0;0;1;1
10.03;582224D7;1108;F;70;1;0;0;1;0
10.03;583E0CD9;1145;F;53;1;0;0;1;1
10.03;5834FC1F;1087;;;0;1;0;2;0
10.03;584D5AAE;1054;;;0;1;0;1;1
10.03;585FFFAD;1067;;;0;1;0;1;1
10.03;58312F29;1151;M;40;1;0;0;5;1
10.03;583F48FA;1325;;;0;1;0;1;1
10.03;58123F25;1039;M;;1;0;0;1;0
10.03;585E3C0C;1108;M;41;1;0;0;1;1
10.03;585FFBA1;1013;M;46;1;0;0;1;0
10.03;584D1072;1042;;;1;1;0;1;1
10.03;5841AAD4;1412;M;44;1;0;0;1;1
10.03;5829999D;1054;;;0;1;0;5;1
10.03;58589C10;1041;;;0;1;0;2;1
10.03;58456B16;1013;F;46;1;0;0;1;1
10.03;581F1321;1211;M;42;1;0;0;1;0
10.03;5833A7C8;1116;F;44;1;0;0;2;1
10.03;580E505D;1164;M;23;1;0;0;1;1
10.03;585CB7DA;1088;;;1;0;0;1;1
10.03;580262CE;1221;F;29;1;0;0;1;1
10.03;58073254;1211;F;;1;0;0;1;0
10.03;584EE6A2;1121;F;70;1;0;0;1;1
10.03;5838877C;1181;M;32;1;0;0;2;1
10.03;5810158F;1214;M;44;1;0;0;1;1
10.03;5837CFF7;1118;M;;1;0;0;1;0
10.03;5833EFD4;1054;;;0;1;0;4;1
10.03;58379B63;1066;;;1;1;0;1;1
10.03;583FF0FE;1054;;;0;1;0;1;1
10.03;583A7B81;1054;;;0;1;0;2;1
10.03;580FF31D;1211;M;42;1;0;0;1;0
10.03;5818027C;1089;M;62;1;0;0;1;0
10.03;583C292A;1173;M;36;1;0;0;3;1
10.03;585CF196;1024;;;1;0;0;1;0
10.03;583238C4;1117;;;0;1;0;2;1
10.03;5829D1B2;1117;;;0;1;0;1;1
10.03;5845C2D2;1042;;;1;1;0;1;0
10.03;5833EF53;1013;;;1;1;0;1;1
10.03;5828C716;1139;;;0;1;0;1;0
10.03;584B4582;1211;M;42;1;0;0;1;1
10.03;58152CDC;1022;;;1;0;0;1;1
10.03;5833EAAB;1212;M;78;1;0;0;4;1
10.03;58271EB3;1098;F;42;1;0;0;1;1
10.03;5821B982;1157;F;46;1;0;0;2;1
10.03;58040B19;1211;M;42;1;0;0;1;1
10.03;5847ECFD;1033;;;1;1;0;1;0
10.03;58076FCC;1196;;;1;0;0;1;0
10.03;584029B7;1116;F;;1;0;0;1;0
10.03;5840E7BC;1038;M;36;1;0;0;1;0
10.03;5858FFDF;1193;M;42;1;0;0;3;1
10.03;58141672;1031;;;1;1;0;1;1
10.03;582461F7;1193;F;42;1;0;0;2;1
10.03;585DC488;1211;M;42;1;0;0;1;0
10.03;58328C15;1046;;;1;1;0;2;1
10.03;5838C69E;1519;;;0;1;0;4;1
10.03;5812C06C;1211;M;42;1;0;0;1;1
10.03;58349C6A;1153;;;0;1;0;1;1
10.03;58192095;1042;;;1;1;0;1;1
10.03;5812EC30;1054;;;0;1;0;1;1
10.03;583D2294;1028;M;40;1;0;0;1;1
10.03;583B2EEE;1152;;;0;1;0;1;1
10.03;582EBB2F;1191;;;1;1;0;2;1
10.03;58081EE4;1221;;;1;1;0;2;1
10.03;580D782B;1104;M;66;1;0;0;1;1
10.03;5805EFA6;1148;;;0;1;0;3;1
10.03;582C6FC9;1052;M;44;1;0;0;4;1
10.03;58449D53;1042;;;1;1;0;1;1
10.03;580AFD81;1037;;;0;1;0;1;1
10.03;583E7BC3;1117;F;26;1;0;0;2;1
10.03;58088E6B;1211;M;42;1;0;0;1;1
10.03;581C255B;1055;F;51;1;0;0;2;1
10.03;583D7EF4;1054;;;0;1;0;5;1
10.03;583135DB;1093;F;67;1;0;0;1;0
10.03;5810903C;1211;M;42;1;0;0;1;0
10.03;5838A57D;1158;;;1;1;0;1;1
10.03;5849AA79;1123;M;66;1;0;0;1;1
10.03;58353017;1453;;;0;1;0;1;1
10.03;585AB2D0;1044;M;54;1;0;0;1;0
10.03;583A44DC;1028;F;42;1;0;0;1;1
10.03;580E4DAE;1211;M;42;1;0;0;1;0
10.03;584E13F9;1196;;;1;1;0;1;1
10.03;581FC5FB;1453;;;0;1;0;1;1
10.03;5807F7B6;1211;M;42;1;0;0;1;1
10.03;581384BE;1083;M;40;1;0;0;1;1
10.03;5800FE87;1171;M;35;1;0;0;3;1
10.03;58421DDB;1054;;;0;1;0;1;1
10.03;5801A79C;1132;F;52;1;0;0;3;1
10.03;5825B1E9;1039;;;0;1;0;1;0
10.03;58127037;1195;M;38;1;0;0;5;1
10.03;5837936C;1211;M;42;1;0;0;1;1
10.03;58358C54;1108;M;38;1;0;0;1;0
10.03;58195384;1211;M;42;1;0;0;1;0
10.03;5815B2C4;1103;;;0;1;0;1;1
10.03;582A1ED2;1042;;;1;1;0;1;0
10.03;5825BBCB;1158;M;41;1;0;0;4;1
10.03;5821C81D;1054;;;0;1;0;1;1
10.03;582177A9;1215;M;49;1;0;0;1;1
10.03;5845B8AF;1173;F;27;1;0;0;2;1
10.03;583D3915;1162;F;;1;0;0;1;0
10.03;581FFDDD;1086;F;64;1;0;0;2;1
10.03;582B13BB;1116;;;0;1;0;1;1
10.03;58355AD9;1043;;;0;1;0;1;1
10.03;58447A80;1131;M;65;1;0;0;2;1
10.03;585C3C50;1132;F;45;1;0;0;1;0
10.03;581CB9D3;1212;;;1;1;0;3;1
10.03;58403F00;1055;M;43;1;0;0;2;1
10.03;582637BB;1188;;;1;0;0;1;1
10.03;5809ADD8;1183;M;30;1;0;0;1;0
10.03;585E3227;1453;;;0;1;0;1;1
10.03;5841B2F7;1214;M;30;1;0;0;1;1
10.03;583B1E5E;1097;F;39;1;0;0;2;1
10.03;581A709B;1068;;;0;1;0;2;1
10.03;581F0069;1211;M;42;1;0;0;1;0
10.03;58237FEC;1174;F;25;1;0;0;1;1
10.03;580E1433;1453;;;0;1;0;1;1
10.03;58158B8E;1132;;;0;1;0;5;1
10.03;584338D3;1034;;;0;1;0;1;1
10.03;583476B5;1012;F;75;1;0;0;1;0
10.03;580E845C;1137;;;1;0;0;2;1
10.03;582BC61A;1077;;;0;1;0;1;1
10.03;5834209D;1122;;;1;1;0;1;0
10.03;581DCC76;1399;;;0;1;0;1;1
10.03;582A6C79;1173;;;1;1;0;3;1
10.03;583BDB22;1195;F;40;1;0;0;3;1
10.03;58338A91;1211;M;42;1;0;0;1;0
10.03;58590CD8;1149;;;0;1;0;1;1
10.03;5848C3F3;1042;;;1;1;0;1;1
10.03;585D7FE5;1211;M;42;1;0;0;1;1
10.03;582F5BAE;1065;M;32;1;0;0;1;0
10.03;583B00E2;1063;;;0;1;0;1;1
10.03;585CB529;1165;F;;1;0;0;1;0
10.03;5848D80D;1173;F;33;1;0;0;2;1
10.03;580C19BC;1142;M;52;1;0;0;1;1
10.03;5827012A;1144;F;58;1;0;0;2;1
10.03;584BC262;1042;;;1;1;0;1;1
10.03;5818B196;1184;M;62;1;0;0;2;1
10.03;58242D00;1156;M;;1;0;0;1;0
10.03;58437AE4;1096;;;0;1;0;1;1
10.03;5825CBA1;1116;;;1;1;0;2;1
10.03;582E8C19;1023;F;39;1;0;0;2;1
10.03;584EACF6;1039;F;61;1;0;0;1;0
10.03;582075EE;1519;;;0;1;0;2;1
10.03;585C0525;1213;M;44;1;0;0;1;1
10.03;5807A960;1013;;;1;0;0;1;1
10.03;5813B0E6;1215;F;55;1;0;0;1;1
10.03;5833BFC5;1013;F;46;1;0;0;2;1
10.03;580C8C21;1144;M;39;1;0;0;3;1
10.03;5830A142;1225;M;25;1;0;0;2;1
10.03;58410957;1029;F;30;1;0;0;1;1
10.03;58129754;1032;M;60;1;0;0;3;1
10.03;580F896A;1211;M;42;1;0;0;1;0
10.03;5822347A;1239;F;54;1;0;0;1;0
10.03;583DEE3A;1315;;;0;1;0;2;1
10.03;58486875;1214;F;30;1;0;0;1;0
10.03;58159CF8;1015;F;;1;0;0;1;1
10.03;5842639E;1157;F;75;1;0;0;1;0
10.03;583877D3;1204;F;23;1;0;0;3;1
10.03;58204F56;1106;M;45;1;0;0;1;0
10.03;58460A2A;1131;;;1;1;0;3;1
10.03;5827621B;1061;;;0;1;0;5;1
10.03;5824EE82;1048;M;45;1;0;0;1;1
10.03;580FE70E;1211;M;42;1;0;0;1;0
10.03;582ADD02;1122;;;1;0;0;1;1
10.03;5831BFCA;1195;F;;1;0;0;1;0
10.03;582743B8;1039;M;;1;0;0;2;0
10.03;581FA9FF;1025;F;69;1;0;0;1;1
10.03;580B634B;1062;;;0;1;0;1;1
10.03;58188BDF;1087;;;0;1;0;1;1
10.03;580D3F0F;1108;;;1;0;0;1;1
10.03;580329BD;1211;M;42;1;0;0;1;0
10.03;58380E6D;1051;;;0;1;0;1;1
10.03;5836D24B;1149;;;0;1;0;1;1
10.03;58191B92;1092;M;;1;0;0;1;0
10.03;5831F3EE;1147;F;76;1;0;0;2;1
10.03;584D36A3;1181;F;61;1;0;1;1;1
10.03;581E7DF4;1163;M;;1;0;0;1;0
10.03;585C525C;1162;F;18;1;0;0;1;1
10.03;580813E3;1051;M;64;1;0;0;1;1
10.03;58489268;1453;;;0;1;0;1;1
10.03;582EA98A;1102;M;;1;1;0;1;1
10.03;58191EE0;1013;;;1;1;0;1;1
10.03;5814AB84;1154;M;55;1;0;0;2;1
10.03;58125C91;1016;;;1;1;0;2;1
10.03;582354F3;1106;;;0;1;0;5;0
10.03;580FFC53;1042;;;1;1;0;1;1
10.03;5843AA4D;1106;;;1;1;0;2;1
10.03;580EF522;1211;M;42;1;0;0;1;1
10.03;5846BD77;1192;F;50;1;0;0;2;1
10.03;580802D2;1215;M;49;1;0;0;1;1
10.03;58216996;1426;;;0;1;0;5;1
10.03;581C999E;1113;F;63;1;0;0;2;1
10.03;585C12C5;1453;;;0;1;0;1;1
10.03;581C780B;1174;M;56;1;0;0;1;0
10.03;58122DCC;1087;;;0;1;0;5;1
10.03;58485950;1037;;;1;1;0;1;1
10.03;581C3B86;1211;M;;1;0;0;1;0
10.03;58338D85;1211;M;42;1;0;0;1;1
10.03;5819DAFF;1388;;;0;1;0;1;0
10.03;5832B6F6;1067;F;32;1;0;0;2;1
10.03;584AE975;1184;F;51;1;0;0;2;1
10.03;583C58F2;1123;M;86;1;0;0;1;1
10.03;581C151F;1117;F;58;1;0;0;3;1
10.03;582DB6E5;1042;;;1;1;0;1;0
10.03;583B8E20;1156;M;;1;0;0;1;0
10.03;580E0F7E;1239;M;33;1;0;0;2;1
10.03;581C8C54;1042;;;1;1;0;1;1
10.03;58092538;1194;;;1;1;0;1;1
10.03;580F2A7C;1149;;;0;1;0;2;1
10.03;584CE25C;1086;M;47;1;0;0;3;1
10.03;580B4B54;1117;;;0;1;0;3;1
10.03;585DF448;1025;F;38;1;0;0;3;1
10.03;583CE0FD;1214;F;59;1;0;0;1;1
10.03;584811B4;1182;M;66;1;0;0;1;0
10.03;584AB8C0;1106;M;83;1;0;0;1;0
10.03;58209C56;1171;M;27;1;0;0;2;1
10.03;5819CE6C;1013;M;46;1;0;0;1;1
10.03;5828609D;1389;;;0;1;0;1;1
10.03;5821BE71;1182;;;1;0;0;1;0
10.03;58325C97;1213;M;37;1;0;0;2;1
10.03;585D7A9C;1453;;;0;1;0;1;1
10.03;581DB6E7;1172;M;36;1;0;0;2;1
10.03;582F102A;1211;M;42;1;0;0;1;0
10.03;583D6AFF;1117;;;0;1;0;1;1
10.03;580628EF;1061;F;;1;0;0;1;0
10.03;583457EF;1165;F;59;1;0;0;1;0
10.03;58380993;1214;M;39;1;0;0;1;1
10.03;5830DBA2;1047;;;1;1;0;2;1
10.03;584AB7C5;1153;M;46;1;0;0;1;0
10.03;5844C8CA;1426;;;0;1;0;5;1
10.03;584990B1;1119;;;1;1;0;1;0
10.03;58024572;1453;;;0;1;0;1;1
10.03;58342BF0;1163;M;36;1;0;0;3;1
10.03;582FF4DC;1368;;;0;1;0;1;1
10.03;585D2AD4;1174;M;;1;0;0;1;0
10.03;582E8AD4;1117;;;0;1;0;1;1
10.03;580EC993;1147;;;1;1;0;1;1
10.03;580AE2B8;1042;;;1;1;0;1;1
10.03;5859CEA6;1073;;;0;1;0;3;1
10.03;5813088D;1214;F;76;1;0;0;1;0
10.03;5832F90E;1211;M;42;1;0;0;1;0
10.03;58173B2C;1214;M;30;1;0;0;1;1
10.03;58413DB1;1144;F;30;1;0;0;2;1
10.03;583AFF3E;1211;M;42;1;0;0;1;1
10.03;5858DCBC;1013;;;1;0;0;1;0
10.03;582B904C;1094;;;0;1;0;1;1
10.03;58408814;1173;F;63;1;0;0;1;1
10.03;58216EB2;1118;M;75;1;0;0;2;0
10.03;584D786D;1038;;;0;1;0;1;1
10.03;58334AF5;1211;M;42;1;0;0;2;1
10.03;584FF2E7;1215;M;49;1;0;0;1;1
10.03;5807C255;1476;;;0;1;0;5;1
10.03;581B9418;1133;F;39;1;0;0;1;0
10.03;58209C52;1215;M;44;1;0;0;1;1
10.03;580CD960;1211;M;42;1;0;0;1;0
10.03;5810AD49;1162;;;1;1;0;1;0
10.03;58221575;1134;;;0;1;0;2;1
10.03;582CC087;1203;M;39;1;0;0;1;0
10.03;582E091B;1087;;;0;1;0;1;1
10.03;5826D1E5;1211;M;24;1;0;0;2;1
10.03;58003589;1213;M;23;1;0;0;3;1
10.03;583FF732;1042;;;1;1;0;1;1
10.03;58598297;1055;;;0;1;0;4;1
10.03;58095AF1;1124;F;43;1;0;0;2;1
10.03;5826D20F;1165;M;53;1;0;0;1;0
10.03;580A9BF2;1300;;;0;1;0;1;1
10.03;584F5FD2;1117;;;1;1;0;2;1
10.03;5814704A;1174;M;36;1;0;0;3;1
10.03;581972EE;1139;;;0;1;0;1;1
10.03;581FC642;1117;;;1;0;0;1;0
10.03;58352D5A;1221;;;0;1;0;4;1
10.03;582E02DE;1117;F;33;1;0;0;1;0
10.03;585D2997;1074;F;57;1;0;0;1;1
10.03;581D859D;1095;F;;1;0;0;1;0
10.03;584AA6E5;1163;F;79;1;0;0;1;0
10.03;58203BBC;1087;;;0;1;0;1;1
10.03;58422A72;1149;;;0;1;0;1;1
10.03;5829E776;1042;;;1;1;0;2;1
10.03;584F7C71;1149;;;0;1;0;1;1
10.03;582BFDA1;1087;;;0;1;0;1;1
10.03;583F1266;1155;F;;1;0;0;1;0
10.03;585A02D3;1138;M;44;1;0;0;3;1
10.03;5816BE81;1215;M;49;1;0;0;1;1
10.03;5826E079;1016;;;1;1;0;1;1
10.03;5817C546;1211;M;65;1;0;0;1;1
10.03;582205F4;1115;;;1;1;0;3;1
10.03;5839B125;1039;F;;1;0;0;3;0
10.03;5849AEF2;1131;F;77;1;0;0;1;1
10.03;58337F9A;1042;;;1;1;0;1;0
10.03;5837E7E3;1042;;;1;1;0;1;0
10.03;583513FC;1213;;;0;1;0;2;1
10.03;584B316D;1133;;;0;1;0;1;1
10.03;58036A6D;1172;;;0;1;0;3;1
10.03;581F7040;1211;;;0;1;0;1;1
10.03;58224F6A;1095;;;0;1;0;1;1
10.03;584F9150;1123;;;0;1;0;5;1
10.03;58321A79;1042;;;0;1;0;1;1
10.03;58144D6E;1143;F;37;1;0;0;2;1
10.03;585EF5F0;1026;F;52;1;0;0;1;1
10.03;5847B78E;1042;;;1;1;0;1;1
10.03;583FB1FF;1191;F;49;1;0;0;1;1
10.03;580DD9C7;1012;F;28;1;0;0;2;1
10.03;58099931;1214;;;1;1;0;1;0
10.03;58027307;1149;M;51;1;0;0;1;0
10.03;580D6177;1126;F;43;1;0;0;1;0
10.03;584AB3B7;1675;;;0;1;0;5;1
10.03;583955F1;1164;M;61;1;0;0;1;1
10.03;582F05AD;1149;;;0;1;0;1;1
10.03;58088857;1039;M;56;1;0;0;2;1
10.03;58584456;1453;;;0;1;0;1;1
10.03;5826790A;1042;;;1;1;0;1;0
10.03;58395C1B;1172;;;1;1;0;3;1
10.03;58421A30;1087;;;0;1;0;1;1
10.03;580C022E;1025;;;0;1;0;5;1
10.03;581D2F96;1116;;;0;1;0;1;1
10.03;58215699;1300;;;0;1;0;1;1
10.03;58493FEA;1146;M;34;1;0;0;2;1
10.03;58144AD6;1112;M;76;1;0;0;1;0
10.03;585E4A39;1188;F;45;1;0;0;2;1
10.03;585966B1;1211;M;42;1;0;0;1;1
10.03;585837BE;1141;;;1;0;0;2;1
10.03;5809B22D;1051;;;0;1;0;1;1
10.03;5844F260;1213;M;42;1;0;0;3;1
10.03;5844E774;1399;;;0;1;0;1;1
10.03;5806355E;1118;F;70;1;0;0;1;1
10.03;582EC243;1051;;;0;1;0;1;1
10.03;582BD45D;1037;;;0;1;0;1;1
10.03;58242CD2;1211;M;42;1;0;0;1;0
10.03;5801999F;1111;;;1;1;0;1;1
10.03;5800A43F;1063;;;0;1;0;1;1
10.03;584CA12E;1157;;;1;1;0;1;1
10.03;58226F65;1149;;;0;1;0;1;1
10.03;58058209;1530;;;0;1;0;5;1
10.03;5849B961;1117;;;0;1;0;2;1
10.03;58008958;1081;;;1;1;0;1;0
10.03;58337438;1215;M;49;1;0;0;1;1
10.03;5837041D;1048;F;63;1;0;0;2;0
10.03;58324B76;1139;F;57;1;0;0;4;1
10.03;58455E1F;1211;M;42;1;0;0;1;1
10.03;5830CA7E;1211;;;1;1;0;2;0
10.03;582DC547;1154;;;1;0;0;1;1
10.03;582FE890;1173;;;1;1;0;1;1
10.03;581124DA;1203;M;45;1;0;0;1;1
10.03;580B2E3C;1027;;;0;1;0;3;1
10.03;583E4FF9;1042;;;1;1;0;1;1
10.03;5825D2A0;1215;M;49;1;0;0;1;0
10.03;58360E1E;1476;;;0;1;0;1;1
10.03;5824C44D;1172;M;46;1;0;0;3;1
10.03;581D4D0A;1037;F;48;1;0;0;1;0
10.03;5842D6A0;1380;;;0;1;0;1;1
10.03;582FBBAD;1116;;;0;1;0;1;1
10.03;583B730F;1211;M;42;1;0;0;1;0
10.03;580DB0FD;1213;M;26;1;0;0;5;1
10.03;583A647A;1062;;;1;0;0;1;1
10.03;5833D890;1388;;;0;1;0;1;1
10.03;581C9C9A;1453;;;0;1;0;1;1
10.03;58129C74;1181;M;29;1;0;0;2;1
10.03;5834622D;1149;;;0;1;0;1;1
10.03;5844ED8C;1051;;;0;1;0;1;1
10.03;58148C7B;1108;M;38;1;0;0;1;0
10.03;5832823B;1139;;;0;1;0;1;0
10.03;5843E945;1108;;;0;1;0;1;1
10.03;584EF8F4;1026;M;47;1;0;0;1;0
10.03;5814CE10;1214;M;30;1;0;0;1;0
10.03;58436C67;1215;F;26;1;0;0;2;1
10.03;58194C29;1211;M;42;1;0;0;2;1
10.03;5841E2BF;1054;;;0;1;0;2;1
10.03;58288205;1165;F;60;1;0;0;1;0
10.03;581B0ED8;1161;F;43;1;0;0;1;0
10.03;58596369;1113;;;0;1;0;1;0
10.03;58243508;1211;M;42;1;0;0;1;1
10.03;583B0281;1139;;;0;1;0;1;0
10.03;5800AF99;1211;M;42;1;0;0;1;0
10.03;58003B4B;1221;F;64;1;0;0;4;1
10.03;58141489;1108;M;38;1;0;0;1;0
10.03;582FBC36;1211;M;42;1;0;0;1;0
10.03;581E6125;1112;F;49;1;0;0;1;1
10.03;5837A7C6;1022;M;59;1;0;0;1;0
10.03;5842247D;1215;M;49;1;0;0;1;0
10.03;58242FCE;1211;M;42;1;0;0;1;0
10.03;585E510F;1145;;;0;1;0;1;1
10.03;58006F8A;1211;M;42;1;0;0;1;0
10.03;58081AEB;1426;;;0;1;0;1;1
10.03;5833EE4C;1089;M;43;1;0;0;1;1
