megye;varos;uzlet_tipus;uzlet_nev;uzlet_cim;ertekesites;ugyfelszolgalat;atvetel;latitude;longitude;nyitvatartas
Heves;Eger;Telekom üzlet;Eger Agria Park;Agria Park bevásárlóközpont 3300 Eger, Törvényház utca 4.;1;1;1;47.900209999999994;20.3681723;Hétfő - Szombat: 9:00-19:00,Vasárnap: 10:00-18:00
Heves;Eger;Pick Pack Pont;Inmedio - Eger Széchenyi út;3300 Eger, Széchenyi út 20. (Városközpont, sétáló utca, posta mellett);0;0;1;47.890071;20.498148;Hétfő - Péntek: 6:00-18:00,Szombat: 6:00-14:00,Vasárnap: 8:00-11:00
Heves;Eger;Pick Pack Pont;MOL-Eger Kővágó tér;MOL töltőállomás 3300 Eger, Kővágó tér;0;0;1;47.9144831227911;20.369638654630986;Hétfő - Vasárnap: 6:00-22:00
Heves;Eger;Pick Pack Pont;OMV-Eger Mátyás király út 134.;3300 Eger, Mátyás király út 134;0;0;1;47.8757031;20.381811199999998;Hétfő - Vasárnap: 6:00-22:00
Heves;Eger;Pick Pack Pont;OMV-Eger Mátyás király utca 2.;3300 Eger, Mátyás király utca 2;0;0;1;47.890619;20.379417;Hétfő - Vasárnap: 0:00-24:00
Heves;Eger;Pick Pack Pont;Playersroom - Eger Agria Park;3300 Eger, Törvényház utca 4 (Földszinten, az OTP bankkal szemben.);0;0;1;47.90004964059149;20.36860614079205;Hétfő - Péntek: 10:00-20:30,Szombat: 9:00-20:30,Vasárnap: Zárva
Heves;Eger;Pick Pack Pont;Relay-Eger Volán pu.;3300 Eger, Volán pu.;0;0;1;47.9025348;20.3772284;Hétfő - Péntek: 6:00-18:00,Szombat: 6:00-13:00,Vasárnap: Zárva
Heves;Eger;Pick Pack Pont;Sportfactory - Eger Tesco;Tesco bevásárlóközpont 3300 Eger, Rákóczi Ferenc út 100 (Hátsó üzletsoron, a Deichmann-nal és a pénzváltóval szemben.);0;0;1;47.92468928544177;20.369960491540496;Hétfő - Csütörtök: 9:00-20:15,Péntek - Szombat: 9:00-20:30,Vasárnap: Zárva
Heves;Füzesabony;Pick Pack Pont;MOL - Füzesabony Maklári út;3390 Füzesabony, Maklári út;0;0;1;47.7577139;20.417013600000004;Hétfő - Vasárnap: 0:00-24:00
Heves;Füzesabony;Pick Pack Pont;Relay-Füzesabony MÁV;3390 Füzesabony, Baross út 1 (Vasútállomás);0;0;1;47.751083;20.415700199999996;Hétfő - Kedd: 5:00-15:00,Szerda - Péntek: 5:00-17:00,Szombat: 5:00-13:00,Vasárnap: 6:00-11:00
Heves;Gyöngyös;Telekom partner;HSI-Mátra Kft.;3200 Gyöngyös, Mikszáth Kálmán utca 4.;1;1;1;47.782899;19.926716;Hétfő - Péntek: 9:00-18:00,Szombat: 9:00-13:00,Vasárnap: Zárva
Heves;Gyöngyös;Pick Pack Pont;MOL - Gyöngyös Alkotmány út;MOL töltőállomás 3200 Gyöngyös, Alkotmány út 19.;0;0;1;47.780831686748364;19.927782919107017;Hétfő - Vasárnap: 5:00-23:00
Heves;Gyöngyös;Pick Pack Pont;Sportfactory - Gyöngyös Tesco;Tesco bevásárlóközpont 3200 Gyöngyös, Vásár utca 2 (Üzletsor közepén, a gyógyszertár mellett.);0;0;1;47.76910951018694;19.912736413769494;Hétfő - Szombat: 9:00-20:00,Vasárnap: Zárva
Heves;Hatvan;Telekom partner;HSI-Mátra Kft.;3000 Hatvan, Grassalkovich utca 13.;1;1;1;47.6682415;19.6798619;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-13:00,Vasárnap: Zárva
Heves;Hatvan;Pick Pack Pont;MOL - Hatvan M3 II.;3000 Hatvan, M3 autópálya II.;0;0;1;47.653065399999996;19.6533613;Hétfő - Vasárnap: 0:00-24:00
Heves;Hatvan;Pick Pack Pont;MOL - Hatvan Rákóczi út;MOL töltőállomás 3000 Hatvan, Rákóczi út;0;0;1;47.66257386874201;19.6469657271698;Hétfő - Vasárnap: 5:00-23:00
Heves;Heves;Telekom partner;HSI-Mátra Kft.;3360 Heves, Erzsébet tér 6.;1;1;1;47.597371;20.287223;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-13:00,Vasárnap: Zárva
Heves;Heves;Pick Pack Pont;MOL - Heves Császi út;3360 Heves, Császi út;0;0;1;47.58148184825098;20.262431962829627;Hétfő - Vasárnap: 0:00-24:00
Heves;Karácsond;Pick Pack Pont;OMV-Karácsond M3 Bal;3281 Karácsond, M3 autópálya (82. km);0;0;1;47.714009247124025;20.003554686972045;Hétfő - Vasárnap: 0:00-24:00
Heves;Karácsond;Pick Pack Pont;OMV-Karácsond M3 Jobb;3281 Karácsond, M3 autópálya (82. km);0;0;1;47.71299861926136;20.00299410528794;Hétfő - Vasárnap: 0:00-24:00
Jász-Nagykun-Szolnok;Jászapáti;Pick Pack Pont;Inmedio-Jászapáti;5130 Jászapáti, István király út 3 (Városközpont, üzletsor, lottózó mellett);0;0;1;47.513980700000005;20.1415017;Hétfő - Péntek: 6:00-19:00,Szombat: 6:00-12:00,Vasárnap: 7:00-11:00
Jász-Nagykun-Szolnok;Jászberény;Telekom partner;ELASTIC'91 Kft.;5100 Jászberény, Zirzen Janka utca 9.;1;1;1;47.501795;19.916479000000002;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Jász-Nagykun-Szolnok;Jászberény;Pick Pack Pont;Inmedio-Jászberény Nagykátai u;TESCO bevásárlóközpont 5100 Jászberény, Nagykátai út 2 (Tesco, bejárattól 4. üzlet);0;0;1;47.48981497554821;19.8959970785736;Hétfő - Szombat: 8:00-20:00,Vasárnap: 8:00-17:00
Jász-Nagykun-Szolnok;Jászberény;Pick Pack Pont;MOL - Jászberény Szolnoki u.;5100 Jászberény, Szolnoki utca;0;0;1;47.500184499999996;19.9062866;Hétfő - Vasárnap: 0:00-24:00
Jász-Nagykun-Szolnok;Jászladány;Pick Pack Pont;Inmedio-Jászladány Kossuth út;5055 Jászladány, Kossuth út 93 (Falu központ, COOP ABC-ben);0;0;1;47.2972993;20.248891399999998;Hétfő - Péntek: 7:00-18:00,Szombat: 7:00-12:00,Vasárnap: 7:00-10:30
Jász-Nagykun-Szolnok;Karcag;Telekom partner;Dobrai és Dobrai Kft.;5300 Karcag, Szent István sugárút 17;1;1;1;47.3197295;20.929569100000002;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Jász-Nagykun-Szolnok;Karcag;Pick Pack Pont;Inmedio-Karcag Kacsóh P. út;5300 Karcag, Kacsóh Pongrácz út 3 (Városi piac bejáratánál);0;0;1;47.314862899999994;20.9196518;Hétfő - Péntek: 5:30-18:00,Szombat: 5:30-12:00,Vasárnap: 7:00-10:00
Jász-Nagykun-Szolnok;Kisújszállás;Pick Pack Pont;Inmedio-Kisújszállás Szabadság;5310 Kisújszállás, Szabadság út 1 (Városközpont, Kx mellett);0;0;1;47.21768316687575;20.75712637134859;Hétfő - Péntek: 5:30-17:00,Szombat: 5:30-14:00,Vasárnap: 6:00-11:00
Jász-Nagykun-Szolnok;Kunszentmárton;Pick Pack Pont;Inmedio-Kunszentmárton;5440 Kunszentmárton, Köztársaság tér 13-14 (Városközpont,cukrászda mellett);0;0;1;46.8402104;20.2829704;Hétfő - Péntek: 6:00-17:30,Szombat: 6:00-12:00,Vasárnap: 8:00-10:00
Jász-Nagykun-Szolnok;Mezőtúr;Telekom partner;ELASTIC’91 Kft.;5400 Mezőtúr, Dózsa György utca 24;1;1;1;47.000665000000005;20.625115899999997;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Jász-Nagykun-Szolnok;Szolnok;Telekom partner;ELASTIC'91 Kft. (Pelikán Plaza);Pelikán Bevásárlóközpont bevásárlóközpont 5000 Szolnok, Ady Endre út 15.;1;1;1;47.1779424;20.1933807;Hétfő - Péntek: 9:00-18:00,Szombat: 9:00-16:00,Vasárnap: Zárva
Jász-Nagykun-Szolnok;Szolnok;Telekom üzlet;Szolnok Ady Endre út;5000 Szolnok, Ady Endre út 23.;1;1;1;47.177832;20.191416;Hétfő - Szerda: 8:30-17:00,Csütörtök: 8:00-20:00,Péntek: 8:30-17:00,Szombat - Vasárnap: Zárva
Jász-Nagykun-Szolnok;Szolnok;Pick Pack Pont;Inmedio-Szolnok Ady Endre u.;5000 Szolnok, Ady Endre út 15 (Város központ, Autóbusz pályaudvar );0;0;1;47.177047200000004;20.196718899999997;Hétfő - Vasárnap: 6:00-18:00
Jász-Nagykun-Szolnok;Szolnok;Pick Pack Pont;Inmedio-Szolnok Kossuth út;5000 Szolnok, Kossuth út 18 (Városközpont, sétáló utca);0;0;1;47.1747966;20.195857500000002;Hétfő - Péntek: 6:00-18:00,Szombat: 6:00-13:00,Vasárnap: 7:00-11:00
Jász-Nagykun-Szolnok;Szolnok;Pick Pack Pont;Inmedio-Szolnok Szandaszőlős;Auchan bevásárlóközpont 5000 Szolnok, Felső Szandai rét 1.;0;0;1;47.15853629999999;20.2001245;Hétfő - Szombat: 8:00-20:00,Vasárnap: 8:00-19:00
Jász-Nagykun-Szolnok;Szolnok;Pick Pack Pont;Inmedio-Szolnok Téglagyári út;TESCO bevásárlóközpont 5000 Szolnok, Téglagyári út 30 (Tesco, bejárattal szemben);0;0;1;47.178627500000005;20.160341100000004;Hétfő - Vasárnap: 8:00-20:00
Jász-Nagykun-Szolnok;Szolnok;Pick Pack Pont;MOL - Pozsonyi út;5000 Szolnok, Pozsonyi út 80.;0;0;1;47.186419799999996;20.194319600000004;Hétfő - Vasárnap: 6:00-22:00
Jász-Nagykun-Szolnok;Szolnok;Pick Pack Pont;MOL - Szolnok Abonyi út;5000 Szolnok, Abonyi út;0;0;1;47.1771716;20.154037399999996;Hétfő - Vasárnap: 0:00-24:00
Jász-Nagykun-Szolnok;Szolnok;Pick Pack Pont;OMV - Szolnok Dráva u.;5000 Szolnok, Dráva utca 42. (Matex Bt.);0;0;1;47.182116;20.184026;Hétfő - Vasárnap: 6:00-23:00
Jász-Nagykun-Szolnok;Szolnok;Pick Pack Pont;OMV-Szolnok Thököly út;5000 Szolnok, Thököly út 91;0;0;1;47.1914157;20.175079399999998;Hétfő - Vasárnap: 5:00-23:00
Jász-Nagykun-Szolnok;Szolnok;Pick Pack Pont;Playersroom - Szolnok Plaza;Szolnok Plaza bevásárlóközpont 5000 Szolnok, Ady Endre utca 28/a (Földszinten, a mozgólépcsőnél.);0;0;1;47.177544341624575;20.191376473541254;Hétfő - Szombat: 9:00-20:00,Vasárnap: Zárva
Jász-Nagykun-Szolnok;Szolnok;Pick Pack Pont;Relay-Szolnok MÁV;5000 Szolnok, Jubileum tér (Vasútállomás);0;0;1;47.179241;20.1774228;Hétfő - Péntek: 5:30-19:00,Szombat - Vasárnap: 6:00-18:00
Jász-Nagykun-Szolnok;Tiszaföldvár;Pick Pack Pont;Inmedio-Tiszaföldvár Malom u.;5430 Tiszaföldvár, Malom utca 3/6;0;0;1;46.9798895;20.2536755;Hétfő - Péntek: 5:00-17:00,Szombat: 5:00-13:00,Vasárnap: 7:00-11:00
Jász-Nagykun-Szolnok;Tiszafüred;Telekom partner;Dobrai és Dobrai Kft.;5350 Tiszafüred, Fő utca 14/a;1;1;1;47.615885;20.759465;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Jász-Nagykun-Szolnok;Tiszafüred;Pick Pack Pont;MOL - Tiszafüred Ady Endre út;5350 Tiszafüred, Ady Endre út;0;0;1;47.48501659999999;20.9351169;Hétfő - Vasárnap: 6:00-22:00
Jász-Nagykun-Szolnok;Törökszentmiklós;Telekom partner;ELASTIC'91 Kft.;5200 Törökszentmiklós, Kossuth utca 125;1;1;1;47.1798756;20.4130992;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Komárom-Esztergom;Bábolna;Pick Pack Pont;OMV-Bábolna M1 Bal;2943 Bábolna, M1 autópálya (93. km);0;0;1;47.68067504764793;17.975186939920036;Hétfő - Vasárnap: 0:00-24:00
Komárom-Esztergom;Bábolna;Pick Pack Pont;OMV-Bábolna M1 Jobb;2943 Bábolna, M1 autópálya (93. km);0;0;1;47.68215580661611;17.979510660852043;Hétfő - Vasárnap: 0:00-24:00
Komárom-Esztergom;Dorog;Pick Pack Pont;MOL - Dorog Bécsi út;2510 Dorog, Bécsi út;0;0;1;47.654780200000005;18.791306600000002;Hétfő - Vasárnap: 0:00-24:00
Komárom-Esztergom;Esztergom;Telekom partner;Sasvári Kft.;2500 Esztergom, Kossuth utca 5;1;1;1;47.529388;18.300292000000002;Hétfő - Péntek: 9:00-17:00,Szombat: 8:00-12:00,Vasárnap: Zárva
Komárom-Esztergom;Esztergom;Pick Pack Pont;MOL - Esztergom Visegrádi út;MOL töltőállomás 2500 Esztergom, Visegrádi út;0;0;1;47.80403672647417;18.75220374214473;Hétfő - Vasárnap: 6:00-22:00
Komárom-Esztergom;Esztergom;Pick Pack Pont;OMV-Esztergom Dobogókői út;2500 Esztergom, Kesztölci út (Dobogókői út - Kesztölci út sarok);0;0;1;47.74701980883843;18.73602916607058;Hétfő - Vasárnap: 0:00-24:00
Komárom-Esztergom;Kisbér;Pick Pack Pont;OMV-Kisbér 81-es főút;2870 Kisbér, 81. sz főút;0;0;1;47.50217727920069;18.04509830567929;Hétfő - Vasárnap: 0:00-24:00
Komárom-Esztergom;Komárom;Telekom partner;LSS' Com Kft.;2900 Komárom, Igmándi út 31;1;1;0;47.7424435;18.1186533;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Komárom-Esztergom;Komárom;Pick Pack Pont;Inmedio-Komárom Igmándi;2900 Komárom, Igmándi út 11 (Fő úton az Ázsia center mellett vagy a Rendőrségtől 50m-re);0;0;1;47.744320200000004;18.1190504;Hétfő - Péntek: 7:00-17:00,Szombat: 7:00-13:00,Vasárnap: 7:30-11:00
Komárom-Esztergom;Komárom;Pick Pack Pont;OMV-Komárom Igmándi u;2900 Komárom, Igmándi út 49;0;0;1;47.7406448;18.118411;Hétfő - Vasárnap: 0:00-24:00
Komárom-Esztergom;Komárom;Pick Pack Pont;Playersroom - Komárom TESCO;TESCO bevásárlóközpont 2900 Komárom, Bajcsy-Zsilinszky E. utca 7 (Pénztárakkal szemben.);0;0;1;47.747822051959936;18.11836433439328;Hétfő - Szombat: 9:00-20:00,Vasárnap: Zárva
Komárom-Esztergom;Oroszlány;Pick Pack Pont;Inmedio-Oroszlány TESCO;TESCO bevásárlóközpont 2840 Oroszlány, Környei utca 3-5 (Oroszlány Tescoba bejárattal szembe);0;0;1;47.495764766824216;18.32090834886776;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-17:00
Komárom-Esztergom;Tata;Telekom partner;LSS' COM Kft.;2890 Tata, Ady Endre utca 13.;1;1;1;47.6503563;18.3256453;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Komárom-Esztergom;Tata;Pick Pack Pont;AVANTI-Tata 1. sz. autóút;2890 Tata, 1. sz. út (1. sz. autóút 0419/8);0;0;1;47.64672494037263;18.33074364572451;Hétfő - Vasárnap: 5:00-22:00
Komárom-Esztergom;Tata;Pick Pack Pont;Relay-Tata Volán;Volán buszpályaudvar 2890 Tata, Váralja út 5 (Volán Pályaudvaron);0;0;1;47.64988778619882;18.316386188330053;Hétfő - Péntek: 6:00-17:30,Szombat: 6:30-13:00,Vasárnap: Zárva
Komárom-Esztergom;Tatabánya;Telekom partner;LSS' COM Kft.;Tesco bevásárlóközpont 2800 Tatabánya, Bláthy Ottó utca 1.;1;1;1;47.569876;18.411510999999997;Hétfő - Szerda: 9:00-20:00,Csütörtök: 9:00-21:00,Péntek - Szombat: 9:00-20:00,Vasárnap: 10:00-19:00
Komárom-Esztergom;Tatabánya;Telekom üzlet;Tatabánya Vértes Center;Vértes Center bevásárlóközpont 2800 Tatabánya, Győri út 7-9.;1;1;1;47.586286;18.394322;Hétfő - Szombat: 10:00-20:00,Vasárnap: 10:00-18:00
Komárom-Esztergom;Tatabánya;Pick Pack Pont;MOL - Tatabánya Győri út;2800 Tatabánya, Győri út;0;0;1;47.590099;18.391399;Hétfő - Vasárnap: 0:00-24:00
Komárom-Esztergom;Tatabánya;Pick Pack Pont;MOL-Tatabánya Kossuth u.;MOL töltőállomás 2800 Tatabánya, Kossuth utca;0;0;1;47.5733285072815;18.386375260937484;Hétfő - Vasárnap: 5:00-22:00
Komárom-Esztergom;Tatabánya;Pick Pack Pont;OMV-Tatabánya Károlyi-Ságvári;2800 Tatabánya, Károlyi út (Károlyi u. - Ságvári u. sarok);0;0;1;47.563909309447524;18.40758564683529;Hétfő - Vasárnap: 0:00-24:00
Komárom-Esztergom;Tatabánya;Pick Pack Pont;Playersroom-Vértes Center;2800 Tatabánya, Győri utca 7-9. (I. emelet, a mozi mellett.);0;0;1;47.586286;18.394322;Hétfő - Szombat: 10:00-20:00,Vasárnap: Zárva
Komárom-Esztergom;Tatabánya;Pick Pack Pont;Relay-Tatabánya MÁV;2800 Tatabánya, Győri út 1 (MÁV pályaudvar, emeleten);0;0;1;47.5842635;18.3959306;Hétfő - Péntek: 5:30-18:00,Szombat: 5:30-13:00,Vasárnap: Zárva
Nógrád;Balassagyarmat;Telekom partner;HSI-Mátra Kft.;2660 Balassagyarmat, Rákóczi fejedelem út 46-48.;1;1;1;48.08006400000001;19.2967863;Hétfő - Szerda: 9:00-18:00,Csütörtök: 8:00-18:00,Péntek: 9:00-18:00,Szombat: 9:00-13:00,Vasárnap: Zárva
Nógrád;Balassagyarmat;Pick Pack Pont;OIL-Rákóczi út;2660 Balassagyarmat, Rákóczi út 129;0;0;1;48.0800485;19.3083077;Hétfő - Vasárnap: 0:00-24:00
Nógrád;Balassagyarmat;Pick Pack Pont;Playersroom - Balassagy Tesco;TESCO bevásárlóközpont 2660 Balassagyarmat, Mikszáth Kálmán út 56 (Tesco főbejáratánál jobbra.);0;0;1;48.08487446870348;19.298146216394;Hétfő - Szombat: 9:00-20:00,Vasárnap: Zárva
Nógrád;Pásztó;Telekom partner;HSI-Mátra Kft.;3060 Pásztó, Fő út 74.;1;1;1;47.95592070000001;19.688662;Hétfő - Péntek: 9:00-17:00,Szombat: 8:00-12:00,Vasárnap: Zárva
Nógrád;Rétság;Pick Pack Pont;OMV-Rétság Pusztaszántói u.;2651 Rétság, Pusztaszántói utca 1;0;0;1;47.916912599999996;19.1281278;Hétfő - Vasárnap: 5:00-22:00
Nógrád;Salgótarján;Telekom partner;HSI-Mátra Kft.;Alba üzletház bevásárlóközpont 3100 Salgótarján, Erzsébet tér 7.;1;1;1;48.103825;19.806826;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Nógrád;Salgótarján;Pick Pack Pont;Inmedio-Salgótarján Erzsébet;3100 Salgótarján, Erzsébet tér 5 (Város központ);0;0;1;48.1040566;19.8060687;Hétfő - Péntek: 5:00-17:30,Szombat: 5:00-14:00,Vasárnap: 6:00-11:00
Nógrád;Salgótarján;Pick Pack Pont;MOL - Salgótarján Budapesti u.;3100 Salgótarján, Budapesti utca;0;0;1;48.06100000000001;19.783046;Hétfő: 0:00-0:00,Kedd - Vasárnap: 0:00-24:00
Nógrád;Salgótarján;Pick Pack Pont;OMV-Salgótarján Rákóczi u.;OMV töltőállomás 3100 Salgótarján, Rákóczi utca 182;0;0;1;48.0816262;19.7935;Hétfő - Vasárnap: 6:00-22:00
Nógrád;Salgótarján;Pick Pack Pont;Playersroom-Salgótarján Tesco;TESCO bevásárlóközpont 3100 Salgótarján, Rákóczi út 143. (Üzletsor végén, a UPC mellett.);0;0;1;48.07862788780716;19.789139026428188;Hétfő - Szombat: 9:00-20:00,Vasárnap: Zárva
Nógrád;Szécsény;Pick Pack Pont;MOL-Szécsény Salgótarjáni út;MOL töltőállomás 3170 Szécsény, Salgótarjáni út;0;0;1;48.089533477620314;19.529395829638702;Hétfő - Vasárnap: 6:00-22:00
Pest;Albertirsa;Telekom partner;ELASTIC'91 Kft.;2730 Albertirsa, Pesti út 75.;1;1;1;47.246127200000004;19.6146133;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Pest;Budakalász;Telekom partner;Prospero Telekom Kft.;Auchan bevásárlóközpont 2011 Budakalász, Omszk park 1;1;1;1;47.612538;19.060951;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-19:00
Pest;Budaörs;Telekom partner;Novala Net Kft. (Auchan B.örs);2040 Budaörs, Sport utca 2-4.;1;1;1;47.456160100000005;18.9481277;Hétfő - Szombat: 9:00-21:00,Vasárnap: 9:00-20:00
Pest;Budaörs;Telekom partner;Prospero Telekom Kft.;Tesco bevásárlóközpont 2040 Budaörs, Kinizsi utca 1-3. (Tesco);1;1;1;47.449262;18.962917899999997;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-19:00
Pest;Cegléd;Telekom partner;ELASTIC'91 Kft.;2700 Cegléd, Kossuth Ferenc utca 12.;1;1;1;47.1734833;19.797777;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Pest;Dabas;Telekom partner;DIGIT-HOME OFFICE Kft.;2370 Dabas, Bartók Béla út 56;1;1;1;47.188995;19.323024;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Pest;Dunakeszi;Telekom partner;Mille Mobil Kft.;2120 Dunakeszi, Fő út 70;1;1;1;47.63854;19.129414;Hétfő - Péntek: 9:00-18:00,Szombat: 9:00-17:00,Vasárnap: Zárva
Pest;Dunakeszi;Telekom partner;Prospero Telekom Kft.;Auchan bevásárlóközpont 2120 Dunakeszi, Nádas utca 6.;1;1;1;47.611657;19.113943;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-19:00
Pest;Érd;Telekom partner;ELASTIC'91 Kft.;2030 Érd, Budai út 20. (Korall ház);1;1;1;47.378055700000004;18.922289300000003;Hétfő - Péntek: 9:00-18:00,Szombat: 9:00-13:00,Vasárnap: Zárva
Pest;Gödöllő;Telekom partner;T-Voice Kft.;2100 Gödöllő, Szabadság tér 1;1;1;1;47.599671;19.345769;Hétfő - Péntek: 9:00-18:00,Szombat: 9:00-13:00,Vasárnap: Zárva
Pest;Kiskunlacháza;Telekom partner;DIGIT-HOME OFFICE Kft.;2340 Kiskunlacháza, Rákóczi út 2.;1;1;1;47.1888;19.0061;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Pest;Maglód;Telekom partner;Mille Mobil Kft. (Auchan);2234 Maglód, Eszterházy János utca 1.;1;1;1;47.4591055;19.334796100000002;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-17:00
Pest;Monor;Telekom partner;ELASTIC'91 Kft.;2200 Monor, Német Ágoston utca 14 (Bejárat a sétáló utca felől);1;1;1;47.3508999;19.4446189;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Pest;Nagykőrös;Telekom partner;ELASTIC'91 Kft.;2750 Nagykőrös, Ceglédi út 7.;1;1;1;47.037352;19.7848355;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Pest;Solymár;Telekom partner;DIGIT-HOME OFFICE Kft.;Auchan bevásárlóközpont 2083 Solymár, Szent Flórián utca 2.;1;1;1;47.59804570000001;18.956152;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-18:00
Pest;Szentendre;Telekom partner;Prospero Telekom Kft.;2000 Szentendre, Vasúti Villasor 1.;1;1;1;47.662085999999995;19.076034;Hétfő - Péntek: 8:00-18:00,Szombat: 8:00-13:00,Vasárnap: Zárva
Pest;Szigetszentmiklós;Telekom partner;DIGIT-HOME OFFICE Kft.;Auchan bevásárlóközpont 2310 Szigetszentmiklós, Háros utca 120.;1;1;1;47.422878999999995;19.012225;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-19:00
Pest;Vác;Telekom partner;Sasvári Kft.;2600 Vác, Görgey Artúr utca 2.;1;1;1;47.779659;19.129764;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Pest;Vecsés;Telekom partner;ELASTIC'91 Kft.;Tesco bevásárlóközpont 2220 Vecsés, Fő út 246-248 (Market Central);1;1;1;47.41754;19.253030499999998;Hétfő - Szombat: 9:00-20:00,Vasárnap: 9:00-18:00
Pest;Veresegyház;Telekom partner;Mille Mobil Kft.;2112 Veresegyház, Szadai utca 2.;1;1;1;47.648838700000006;19.293191;Hétfő - Péntek: 9:00-18:00,Szombat: 8:00-13:00,Vasárnap: Zárva
Somogy;Balatonboglár;Telekom partner;Nyilas GSM Kft.;8630 Balatonboglár, Sétáló utca 1;1;1;1;46.777309467729104;17.652537474868726;Hétfő - Péntek: 9:00-12:00, 13:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Somogy;Barcs;Telekom partner;Nyilas GSM Kft.;7570 Barcs, Bajcsy Zsilinszky utca 70;1;1;1;45.958913;17.461753;Hétfő - Péntek: 8:30-12:00, 13:00-16:30,Szombat - Vasárnap: Zárva
Somogy;Kaposvár;Telekom partner;Nyilas GSM Kft. (Tesco);Tesco bevásárlóközpont 7400 Kaposvár, Berzsenyi utca 13;1;1;1;46.3575;17.7836;Hétfő - Szerda: 9:00-20:00,Csütörtök: 8:00-20:00,Péntek - Szombat: 9:00-20:00,Vasárnap: 9:00-19:00
Somogy;Kaposvár;Telekom üzlet;Kaposvár belváros;7400 Kaposvár, Széchenyi tér 1.;1;1;1;46.356733;17.794073;Hétfő - Péntek: 8:30-17:00,Szombat - Vasárnap: Zárva
Somogy;Marcali;Telekom partner;Nyilas GSM Kft.;8700 Marcali, Rákóczi utca 25-27.;1;1;1;46.5818911;17.4124645;Hétfő - Péntek: 9:00-12:00, 13:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Somogy;Nagyatád;Telekom partner;Nyilas GSM Kft.;7500 Nagyatád, Aradi utca 2.;1;1;1;46.22945;17.3607872;Hétfő - Péntek: 9:00-12:00, 13:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Somogy;Siófok;Telekom üzlet;Siófok Fő tér;8600 Siófok, Fő tér 10/A;1;1;1;46.9055338;18.052482100000002;Hétfő - Péntek: 8:30-17:00,Szombat: 8:30-12:00,Vasárnap: Zárva
Szabolcs-Szatmár-Bereg;Fehérgyarmat;Pick Pack Pont;Inmedio-Fehérgyarmat;4900 Fehérgyarmat, Kossuth tér 3-5 (Fő utca áruházzal szemben ÁFÉSZ üzletsor);0;0;1;47.989251;22.513617;Hétfő - Péntek: 7:00-17:00,Szombat: 7:00-13:00,Vasárnap: 8:00-11:00
Szabolcs-Szatmár-Bereg;Kisvárda;Telekom partner;NYÍRMOBIL-EAST Kft.;4600 Kisvárda, Csillag utca 9-11.;1;1;1;48.226045899999995;22.080414;Hétfő - Péntek: 8:30-17:00,Szombat: 8:30-12:00,Vasárnap: Zárva
Szabolcs-Szatmár-Bereg;Mátészalka;Telekom partner;CAN-TEL EAST Kft.;4700 Mátészalka, Kálvin tér 7.;1;1;1;47.955509;22.324196;Hétfő - Péntek: 9:00-17:00,Szombat: 9:00-12:00,Vasárnap: Zárva
Szabolcs-Szatmár-Bereg;Mátészalka;Pick Pack Pont;Inmedio-Mátészalka Bajcsy-Zs.;4700 Mátészalka, Bajcsy-Zsilinszki utca 24.;0;0;1;47.9551305;22.3248515;Hétfő - Péntek: 6:30-17:00,Szombat: 6:30-13:00,Vasárnap: 8:00-11:00
